Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
1805,4.8,80.9,89.3,Consistently submits assignments on time and outstanding performance this semester.,3,Average,71.5
1806,7.6,99.1,72.7,Active participant and eager to learn and shows excellent analytical thinking.,1,Average,83.7
1807,9.4,90.3,44.7,Frequently distracted during lectures but consistently submits assignments on time.,1,Average,71.7
1808,9.3,66.5,97.3,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Top 5%,96.3
1809,5.1,79.1,54.8,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,7,Average,71.8
1810,2.0,88.7,91.6,Active participant and eager to learn and outstanding performance this semester.,6,Average,78.7
1811,9.9,69.9,50.1,Frequently distracted during lectures but shows excellent analytical thinking.,3,Average,81.7
1812,8.6,85.6,91.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,1,Average,91.1
1813,2.1,86.7,40.8,Frequently distracted during lectures but consistently submits assignments on time.,8,Dropout Risk,47.9
1814,9.3,66.5,70.7,Demonstrates great understanding of core concepts.,3,Average,72.4
1815,8.8,82.6,86.2,Consistently submits assignments on time and outstanding performance this semester.,8,Top 5%,100.0
1816,5.7,90.9,96.1,Consistently submits assignments on time and outstanding performance this semester.,4,Average,87.9
1817,6.3,80.0,94.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,6,Average,81.5
1818,4.6,60.5,89.2,Outstanding performance this semester but inconsistent attendance affecting performance.,4,Average,76.5
1819,1.5,60.4,93.3,Outstanding performance this semester but needs significant improvement in fundamentals.,1,Average,55.8
1820,4.0,74.3,52.0,Needs significant improvement in fundamentals.,5,Average,59.2
1821,8.2,97.0,57.1,Consistently submits assignments on time and demonstrates great understanding of core concepts.,6,Average,79.9
1822,1.0,69.1,57.3,Struggling with algebra concepts.,5,Dropout Risk,50.5
1823,4.0,85.4,62.6,Active participant and eager to learn.,2,Average,64.3
1824,4.6,68.9,63.6,Finds it difficult to keep up with the pace.,9,Average,54.9
1825,5.8,72.9,72.7,Demonstrates great understanding of core concepts.,7,Average,71.7
1826,9.3,93.9,49.6,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,85.7
1827,4.1,89.2,81.5,Consistently submits assignments on time and outstanding performance this semester.,4,Average,73.6
1828,4.1,63.8,50.1,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,8,Average,57.5
1829,7.6,77.1,58.6,Shows excellent analytical thinking.,4,Average,68.1
1830,5.1,61.2,70.2,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,6,Average,64.0
1831,3.0,79.2,87.8,Outstanding performance this semester.,6,Average,66.3
1832,5.1,86.5,84.4,Active participant and eager to learn and outstanding performance this semester.,4,Average,81.2
1833,2.3,64.7,78.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,1,Average,59.0
1834,2.6,71.6,49.3,Needs significant improvement in fundamentals.,4,Dropout Risk,53.7
1835,5.5,75.9,72.8,Demonstrates great understanding of core concepts.,6,Average,76.5
1836,4.8,96.8,45.2,Frequently distracted during lectures but active participant and eager to learn.,6,Average,67.3
1837,9.2,99.7,62.6,Shows excellent analytical thinking and active participant and eager to learn.,3,Average,88.7
1838,4.3,61.8,64.8,Inconsistent attendance affecting performance.,0,Average,54.4
1839,6.2,90.4,42.4,Consistently submits assignments on time but needs significant improvement in fundamentals.,5,Average,65.9
1840,6.7,74.9,56.4,Demonstrates great understanding of core concepts.,2,Average,65.8
1841,1.1,75.7,97.3,Outstanding performance this semester but struggling with algebra concepts.,4,Average,63.8
1842,7.0,90.2,97.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,3,Average,88.5
1843,2.6,96.7,61.1,Consistently submits assignments on time.,1,Average,57.7
1844,9.6,98.0,42.6,Active participant and eager to learn but needs significant improvement in fundamentals.,6,Average,70.4
1845,2.3,83.1,50.7,Frequently distracted during lectures but consistently submits assignments on time.,4,Dropout Risk,50.1
1846,4.7,74.3,63.5,Consistently submits assignments on time but needs significant improvement in fundamentals.,6,Average,65.2
1847,1.8,91.5,96.9,Struggling with algebra concepts but consistently submits assignments on time.,8,Average,65.6
1848,10.0,70.0,48.5,Shows excellent analytical thinking but frequently distracted during lectures.,3,Average,75.4
1849,5.5,82.6,85.8,Highly engaged in class discussions and shows excellent analytical thinking.,4,Average,87.9
1850,6.4,74.3,46.5,Demonstrates great understanding of core concepts but frequently distracted during lectures.,8,Average,68.3
1851,1.6,86.3,98.9,Active participant and eager to learn but needs significant improvement in fundamentals.,9,Average,79.3
1852,7.7,69.6,62.9,Demonstrates great understanding of core concepts.,3,Average,75.1
1853,2.9,67.7,86.5,Outstanding performance this semester.,4,Average,70.9
1854,9.1,96.7,60.6,Demonstrates great understanding of core concepts and highly engaged in class discussions.,4,Average,81.4
1855,2.8,64.1,77.7,Inconsistent attendance affecting performance but outstanding performance this semester.,7,Average,57.0
1856,2.7,80.2,51.5,Needs significant improvement in fundamentals but active participant and eager to learn.,3,Dropout Risk,40.5
1857,1.3,68.8,48.8,Needs significant improvement in fundamentals and needs significant improvement in fundamentals.,3,Dropout Risk,50.7
1858,5.2,61.6,96.3,Inconsistent attendance affecting performance but outstanding performance this semester.,6,Average,83.1
1859,6.1,61.4,95.1,Outstanding performance this semester but finds it difficult to keep up with the pace.,4,Average,75.0
1860,1.6,67.0,93.2,Struggling with algebra concepts but outstanding performance this semester.,5,Average,61.7
1861,8.0,94.7,77.5,Demonstrates great understanding of core concepts and highly engaged in class discussions.,5,Average,83.6
1862,5.1,71.3,88.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,76.5
1863,5.7,98.0,44.1,Shows excellent analytical thinking but needs significant improvement in fundamentals.,9,Average,72.7
1864,5.0,83.3,60.1,Active participant and eager to learn.,4,Average,57.7
1865,4.6,77.5,58.8,Struggling with algebra concepts.,4,Average,64.9
1866,6.0,83.2,78.1,Demonstrates great understanding of core concepts and consistently submits assignments on time.,8,Average,76.0
1867,2.4,80.7,61.4,Consistently submits assignments on time.,7,Average,57.7
1868,2.6,90.4,48.9,Needs significant improvement in fundamentals but active participant and eager to learn.,3,Average,58.2
1869,8.8,71.3,75.8,Outstanding performance this semester and shows excellent analytical thinking.,6,Average,81.4
1870,9.5,74.1,88.9,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Average,90.6
1871,4.4,95.8,62.9,Active participant and eager to learn.,8,Average,68.1
1872,3.4,97.9,47.9,Consistently submits assignments on time but needs significant improvement in fundamentals.,4,Average,65.4
1873,6.8,95.7,51.8,Active participant and eager to learn but needs significant improvement in fundamentals.,2,Average,75.3
1874,4.7,76.8,54.2,Frequently distracted during lectures.,3,Average,62.2
1875,1.2,91.2,58.0,Highly engaged in class discussions but needs significant improvement in fundamentals.,9,Dropout Risk,48.5
1876,2.4,79.1,78.6,Outstanding performance this semester.,5,Average,61.7
1877,7.4,79.9,76.1,Shows excellent analytical thinking and outstanding performance this semester.,9,Average,84.9
1878,6.9,68.2,81.8,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,77.6
1879,1.2,83.6,61.8,Struggling with algebra concepts but highly engaged in class discussions.,8,Average,57.4
1880,3.0,67.4,89.4,Outstanding performance this semester.,2,Average,75.3
1881,3.1,73.3,52.2,Frequently distracted during lectures.,1,Average,58.8
1882,7.0,94.2,68.1,Consistently submits assignments on time and shows excellent analytical thinking.,5,Average,80.6
1883,1.2,68.3,88.1,Outstanding performance this semester but struggling with algebra concepts.,6,Average,57.3
1884,1.9,62.8,50.8,Struggling with algebra concepts and needs significant improvement in fundamentals.,4,Dropout Risk,33.2
1885,8.2,62.8,46.6,Shows excellent analytical thinking but inconsistent attendance affecting performance.,0,Average,65.3
1886,2.6,97.6,93.0,Consistently submits assignments on time and outstanding performance this semester.,2,Average,74.0
1887,6.9,80.3,60.6,Consistently submits assignments on time and demonstrates great understanding of core concepts.,2,Average,74.3
1888,3.1,76.4,81.0,Outstanding performance this semester.,3,Average,65.6
1889,1.9,92.4,41.5,Consistently submits assignments on time but needs significant improvement in fundamentals.,9,Dropout Risk,49.4
1890,3.2,93.4,81.4,Outstanding performance this semester and highly engaged in class discussions.,5,Average,62.9
1891,7.5,73.3,59.0,Demonstrates great understanding of core concepts.,4,Average,67.1
1892,8.7,87.7,43.3,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,0,Average,76.5
1893,8.5,90.8,76.6,Outstanding performance this semester and consistently submits assignments on time.,5,Top 5%,96.1
1894,4.6,86.2,54.4,Needs significant improvement in fundamentals but highly engaged in class discussions.,8,Average,63.2
1895,7.0,66.1,63.2,Demonstrates great understanding of core concepts.,0,Average,71.3
1896,2.8,95.0,44.8,Frequently distracted during lectures but active participant and eager to learn.,7,Average,61.2
1897,3.6,81.6,48.8,Active participant and eager to learn but frequently distracted during lectures.,7,Dropout Risk,52.7
1898,9.1,71.3,57.9,Shows excellent analytical thinking.,2,Average,78.1
1899,1.1,77.0,45.4,Struggling with algebra concepts and frequently distracted during lectures.,8,Dropout Risk,41.5
1900,1.8,61.5,94.6,Inconsistent attendance affecting performance but outstanding performance this semester.,7,Average,66.8
1901,2.9,65.1,40.4,Needs significant improvement in fundamentals.,2,Dropout Risk,46.5
1902,1.2,90.6,69.0,Struggling with algebra concepts but consistently submits assignments on time.,9,Average,60.6
1903,2.6,60.0,47.4,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,4,Dropout Risk,42.3
1904,6.2,76.7,58.5,Demonstrates great understanding of core concepts.,2,Average,71.8
1905,4.8,80.9,95.6,Outstanding performance this semester and highly engaged in class discussions.,4,Average,89.7
1906,9.0,62.2,49.7,Inconsistent attendance affecting performance but shows excellent analytical thinking.,8,Average,65.1
1907,8.4,98.9,97.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,3,Top 5%,96.4
1908,4.1,69.0,52.3,Needs significant improvement in fundamentals.,5,Average,57.1
1909,3.3,72.2,84.5,Outstanding performance this semester.,2,Average,71.1
1910,4.4,72.2,72.8,Finds it difficult to keep up with the pace.,2,Average,63.4
1911,6.3,69.2,93.1,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,65.9
1912,3.4,60.1,73.2,Finds it difficult to keep up with the pace.,7,Average,66.1
1913,6.6,89.2,72.1,Demonstrates great understanding of core concepts and consistently submits assignments on time.,7,Average,82.5
1914,4.7,98.7,51.7,Frequently distracted during lectures but highly engaged in class discussions.,2,Average,58.0
1915,6.0,69.0,50.0,Demonstrates great understanding of core concepts but frequently distracted during lectures.,7,Average,58.5
1916,4.9,86.5,95.0,Outstanding performance this semester and active participant and eager to learn.,7,Average,89.0
1917,3.7,89.7,59.7,Active participant and eager to learn.,2,Average,70.8
1918,9.5,93.9,62.3,Demonstrates great understanding of core concepts and highly engaged in class discussions.,9,Average,91.2
1919,7.9,76.9,85.6,Shows excellent analytical thinking and outstanding performance this semester.,9,Average,84.0
1920,2.3,72.1,60.3,Finds it difficult to keep up with the pace but active participant and eager to learn.,1,Average,54.1
